ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
8016336	2.15e-07	2.96e-08	5.69	8.125861	1.12e-01	OSBPL7	oxysterol binding protein like 7
8049827	2.16e-07	2.98e-08	5.69	8.119357	1.27e-01	SEPT2///SEPT2	septin 2///septin 2
8042519	2.16e-07	2.98e-08	5.69	8.118787	2.75e-01	PCYOX1	prenylcysteine oxidase 1
8066921	2.16e-07	2.98e-08	-5.69	8.117366	-3.11e-01	KCNB1	potassium voltage-gated channel subfamily B member 1
8060895	2.17e-07	3.00e-08	5.68	8.112531	1.85e-01	RNU105B	RNA, U105B small nucleolar
8147040	2.18e-07	3.01e-08	5.68	8.107732	9.71e-02	ZBTB10	zinc finger and BTB domain containing 10
8056993	2.19e-07	3.02e-08	5.68	8.106416	1.80e-01		
7900354	2.19e-07	3.02e-08	5.68	8.105941	1.31e-01	PPIE	peptidylprolyl isomerase E
8157308	2.19e-07	3.03e-08	5.68	8.103623	8.81e-02	C9orf43	chromosome 9 open reading frame 43
7933427	2.19e-07	3.03e-08	5.68	8.102274	1.35e-01	AGAP5///AGAP9///AGAP12P///AGAP4	ArfGAP with GTPase domain, ankyrin repeat and PH domain 5///ArfGAP with GTPase domain, ankyrin repeat and PH domain 9///ArfGAP with GTPase domain, ankyrin repeat and PH domain 12, pseudogene///ArfGAP with GTPase domain, ankyrin repeat and PH domain 4
7956697	2.21e-07	3.05e-08	5.68	8.096671	9.50e-02	MON2	MON2 homolog, regulator of endosome-to-Golgi trafficking
7960221	2.21e-07	3.06e-08	5.68	8.094476	1.30e-01	KDM5A	lysine demethylase 5A
8030171	2.21e-07	3.06e-08	-5.68	8.0939	-2.47e-01	FTL	ferritin light chain
8116530	2.21e-07	3.06e-08	-5.68	8.093867	-2.12e-01	SNORD96A	small nucleolar RNA, C/D box 96A
8077185	2.23e-07	3.09e-08	5.68	8.083687	3.21e-01	APOA1	apolipoprotein A1
7979671	2.24e-07	3.10e-08	-5.68	8.080892	-1.01e-01	MAX	MYC associated factor X
7920810	2.26e-07	3.13e-08	5.68	8.072285	1.15e-01	GON4L	gon-4 like
8126360	2.26e-07	3.13e-08	-5.68	8.071762	-1.64e-01	MED20	mediator complex subunit 20
8029423	2.26e-07	3.13e-08	5.68	8.070479	2.50e-01	ZNF233	zinc finger protein 233
7925043	2.27e-07	3.15e-08	-5.68	8.066432	-1.36e-01	EXOC8///SPRTN	exocyst complex component 8///SprT-like N-terminal domain
7921667	2.27e-07	3.15e-08	5.68	8.065686	3.35e-01	CD48	CD48 molecule
8161727	2.28e-07	3.16e-08	-5.67	8.062075	-1.27e-01	ABHD17B	abhydrolase domain containing 17B
8124551	2.30e-07	3.18e-08	-5.67	8.055684	-1.25e-01	TOB2P1	transducer of ERBB2, 2 pseudogene 1
7895066	2.31e-07	3.20e-08	-5.67	8.049517	-4.71e-01		
7892837	2.32e-07	3.21e-08	5.67	8.04592	1.56e-01		
7909371	2.32e-07	3.21e-08	-5.67	8.045583	-3.74e-01	CR1	complement component 3b/4b receptor 1 (Knops blood group)
8155794	2.32e-07	3.22e-08	5.67	8.043202	1.48e-01	C9orf85	chromosome 9 open reading frame 85
7916248	2.33e-07	3.23e-08	5.67	8.039615	1.59e-01	SLC1A7	solute carrier family 1 member 7
7924712	2.34e-07	3.25e-08	5.67	8.035521	2.87e-01	LIN9	lin-9 DREAM MuvB core complex component
8089007	2.34e-07	3.25e-08	-5.67	8.035451	-9.12e-02		
8040340	2.34e-07	3.25e-08	-5.67	8.034874	-2.42e-01	LPIN1	lipin 1
7940857	2.34e-07	3.26e-08	-5.67	8.033229	-1.80e-01	STIP1	stress induced phosphoprotein 1
7910790	2.34e-07	3.26e-08	-5.67	8.033088	-1.64e-01		
8073207	2.35e-07	3.26e-08	-5.67	8.030446	-1.44e-01	FAM83F	family with sequence similarity 83 member F
7893561	2.36e-07	3.28e-08	5.67	8.025225	1.79e-01		
8084035	2.37e-07	3.29e-08	-5.67	8.022586	-1.30e-01	ZNF639	zinc finger protein 639
8159654	2.37e-07	3.30e-08	-5.67	8.020137	-1.23e-01	NELFB	negative elongation factor complex member B
8038225	2.38e-07	3.31e-08	-5.67	8.018117	-1.32e-01	PLEKHA4	pleckstrin homology domain containing A4
8158204	2.39e-07	3.32e-08	5.67	8.013871	1.39e-01	SWI5	SWI5 homologous recombination repair protein
8074867	2.39e-07	3.33e-08	-5.66	8.011299	-1.31e-01	POM121L10P///POM121L4P///POM121L8P///POM121L9P///POM121L1P	POM121 transmembrane nucleoporin like 10, pseudogene///POM121 transmembrane nucleoporin like 4, pseudogene///POM121 transmembrane nucleoporin like 8, pseudogene///POM121 transmembrane nucleoporin like 9, pseudogene///POM121 transmembrane nucleoporin like 1, pseudogene
7928789	2.39e-07	3.33e-08	-5.66	8.011232	-1.98e-01	RGR	retinal G protein coupled receptor
7919217	2.41e-07	3.36e-08	5.66	8.002934	1.79e-01	NUDT17///PIAS3	nudix hydrolase 17///protein inhibitor of activated STAT 3
8124648	2.43e-07	3.38e-08	5.66	7.996416	1.37e-01	MAS1L///MAS1L	MAS1 proto-oncogene like, G protein-coupled receptor///MAS1 proto-oncogene like, G protein-coupled receptor
8178293	2.43e-07	3.38e-08	5.66	7.996416	1.37e-01	MAS1L///MAS1L	MAS1 proto-oncogene like, G protein-coupled receptor///MAS1 proto-oncogene like, G protein-coupled receptor
8179593	2.43e-07	3.38e-08	5.66	7.996416	1.37e-01	MAS1L///MAS1L	MAS1 proto-oncogene like, G protein-coupled receptor///MAS1 proto-oncogene like, G protein-coupled receptor
8094408	2.43e-07	3.38e-08	5.66	7.996067	1.29e-01	ANAPC4	anaphase promoting complex subunit 4
8118622	2.43e-07	3.39e-08	5.66	7.994185	1.82e-01	HSD17B8	hydroxysteroid 17-beta dehydrogenase 8
8178234	2.43e-07	3.39e-08	5.66	7.994185	1.82e-01	HSD17B8	hydroxysteroid 17-beta dehydrogenase 8
8179534	2.43e-07	3.39e-08	5.66	7.994185	1.82e-01	HSD17B8	hydroxysteroid 17-beta dehydrogenase 8
7956743	2.43e-07	3.39e-08	-5.66	7.994101	-1.06e-01	RPL14	ribosomal protein L14
7929990	2.44e-07	3.41e-08	-5.66	7.988687	-2.23e-01	PPRC1	peroxisome proliferator-activated receptor gamma, coactivator-related 1
8087201	2.45e-07	3.42e-08	5.66	7.986592	1.72e-01	IP6K2	inositol hexakisphosphate kinase 2
8180100	2.45e-07	3.42e-08	5.66	7.984382	3.84e-01	HLA-DPA1	major histocompatibility complex, class II, DP alpha 1
8102751	2.45e-07	3.42e-08	5.66	7.984236	1.49e-01	SCLT1	sodium channel and clathrin linker 1
8101699	2.46e-07	3.44e-08	5.66	7.979944	5.02e-01	PPM1K	protein phosphatase, Mg2+/Mn2+ dependent 1K
7966638	2.46e-07	3.44e-08	-5.66	7.979623	-1.28e-01	RBM19	RNA binding motif protein 19
7956013	2.48e-07	3.46e-08	-5.66	7.974068	-1.50e-01	BLOC1S1	biogenesis of lysosomal organelles complex 1 subunit 1
8003233	2.49e-07	3.47e-08	5.66	7.970892	1.25e-01	MTHFSD	methenyltetrahydrofolate synthetase domain containing
8062492	2.49e-07	3.47e-08	-5.66	7.970736	-8.14e-02	RALGAPB	Ral GTPase activating protein non-catalytic beta subunit
7960331	2.49e-07	3.48e-08	5.66	7.968587	2.23e-01	NRIP2	nuclear receptor interacting protein 2
7971661	2.49e-07	3.49e-08	5.66	7.967031	3.24e-01	MIR15A	microRNA 15a
8102232	2.50e-07	3.49e-08	5.66	7.965888	2.39e-01	LEF1	lymphoid enhancer binding factor 1
8063394	2.50e-07	3.50e-08	-5.66	7.963756	-2.65e-01	PTPN1	protein tyrosine phosphatase, non-receptor type 1
8089261	2.53e-07	3.53e-08	-5.65	7.954048	-1.84e-01	CBLB	Cbl proto-oncogene B
7941478	2.54e-07	3.55e-08	-5.65	7.947946	-1.36e-01	SART1	squamous cell carcinoma antigen recognized by T-cells 1
8068126	2.55e-07	3.56e-08	-5.65	7.945423	-1.42e-01	GRIK1-AS1	GRIK1 antisense RNA 1
7907286	2.55e-07	3.57e-08	5.65	7.945071	2.03e-01	FMO1	flavin containing monooxygenase 1
8109093	2.57e-07	3.59e-08	-5.65	7.9384	-1.75e-01	ABLIM3	actin binding LIM protein family member 3
7940486	2.57e-07	3.59e-08	-5.65	7.937068	-9.34e-02	SDHAF2	succinate dehydrogenase complex assembly factor 2
8108510	2.57e-07	3.60e-08	5.65	7.936717	8.07e-02	ANKHD1-EIF4EBP3///ANKHD1///EIF4EBP3	ANKHD1-EIF4EBP3 readthrough///ankyrin repeat and KH domain containing 1///eukaryotic translation initiation factor 4E binding protein 3
7964262	2.57e-07	3.60e-08	5.65	7.935841	1.10e-01	NACA	nascent polypeptide-associated complex alpha subunit
8052010	2.58e-07	3.61e-08	5.65	7.931923	1.42e-01	CALM2	calmodulin 2
8004237	2.58e-07	3.62e-08	-5.65	7.931469	-1.40e-01	RNASEK	ribonuclease K
7964119	2.59e-07	3.62e-08	5.65	7.929031	1.73e-01	STAT2	signal transducer and activator of transcription 2
7939087	2.59e-07	3.63e-08	5.65	7.928681	1.24e-01	ARL14EP	ADP ribosylation factor like GTPase 14 effector protein
8058063	2.59e-07	3.63e-08	5.65	7.926701	2.80e-01	RFTN2	raftlin family member 2
8115851	2.59e-07	3.63e-08	-5.65	7.926548	-2.75e-01	STC2	stanniocalcin 2
8047356	2.60e-07	3.64e-08	-5.65	7.925094	-1.36e-01	LOC100129888///NIF3L1	uncharacterized LOC100129888///NGG1 interacting factor 3 like 1
7940253	2.60e-07	3.64e-08	-5.65	7.92452	-2.04e-01	MS4A6E	membrane spanning 4-domains A6E
7893886	2.60e-07	3.65e-08	5.65	7.922436	1.31e-01		
8086953	2.62e-07	3.68e-08	-5.65	7.91502	-1.65e-01	SHISA5	shisa family member 5
7949588	2.62e-07	3.68e-08	-5.65	7.913291	-3.48e-01	CD248	CD248 molecule
8037322	2.62e-07	3.68e-08	-5.65	7.913282	-1.64e-01	ETHE1	ETHE1, persulfide dioxygenase
7992594	2.64e-07	3.71e-08	-5.64	7.905646	-9.36e-02	CCNF	cyclin F
8054364	2.65e-07	3.72e-08	-5.64	7.902994	-1.10e-01	TGFBRAP1	transforming growth factor beta receptor associated protein 1
8154836	2.65e-07	3.73e-08	-5.64	7.902448	-2.72e-01	ANXA2P2///ANXA2	annexin A2 pseudogene 2///annexin A2
8002194	2.65e-07	3.73e-08	5.64	7.901521	1.42e-01	DPEP2	dipeptidase 2
7966746	2.66e-07	3.73e-08	5.64	7.900778	1.93e-01	HRK	harakiri, BCL2 interacting protein
7918050	2.66e-07	3.74e-08	-5.64	7.898952	-1.81e-01	RPSAP19///RPSAP15///RPSA	ribosomal protein SA pseudogene 19///ribosomal protein SA pseudogene 15///ribosomal protein SA
8111455	2.66e-07	3.75e-08	5.64	7.897311	1.86e-01	GUSBP1///LOC653080///GUSBP2	glucuronidase, beta pseudogene 1///glucuronidase beta pseudogene///glucuronidase, beta pseudogene 2
7893752	2.67e-07	3.76e-08	5.64	7.894485	1.74e-01		
8009457	2.68e-07	3.77e-08	5.64	7.891671	1.69e-01	PRKAR1A	protein kinase cAMP-dependent type I regulatory subunit alpha
8093112	2.68e-07	3.77e-08	5.64	7.891088	1.15e-01	UBXN7	UBX domain protein 7
8073068	2.69e-07	3.78e-08	5.64	7.887252	1.85e-01	APOBEC3C	apolipoprotein B mRNA editing enzyme catalytic subunit 3C
8039655	2.70e-07	3.80e-08	5.64	7.883042	1.44e-01	ZNF550	zinc finger protein 550
7976967	2.71e-07	3.81e-08	5.64	7.87972	1.29e-01	ZNF839	zinc finger protein 839
7961546	2.75e-07	3.87e-08	-5.64	7.865984	-1.94e-01	EPS8	epidermal growth factor receptor pathway substrate 8
8082086	2.75e-07	3.87e-08	5.64	7.865108	1.91e-01	PARP15	poly(ADP-ribose) polymerase family member 15
7995674	2.79e-07	3.92e-08	5.63	7.852192	4.31e-01	IRX6	iroquois homeobox 6
8155234	2.79e-07	3.93e-08	5.63	7.85023	1.28e-01	ZCCHC7	zinc finger CCHC-type containing 7
8078905	2.79e-07	3.93e-08	-5.63	7.849546	-1.80e-01	RPSAP15///RPSA	ribosomal protein SA pseudogene 15///ribosomal protein SA
7941936	2.81e-07	3.96e-08	-5.63	7.842128	-1.48e-01	GSTP1	glutathione S-transferase pi 1
7918284	2.82e-07	3.97e-08	-5.63	7.841061	-1.58e-01	TAF13	TATA-box binding protein associated factor 13
7942453	2.83e-07	3.99e-08	5.63	7.836831	2.82e-01	PLEKHB1	pleckstrin homology domain containing B1
8007992	2.83e-07	4.00e-08	-5.63	7.834418	-1.09e-01	KPNB1	karyopherin subunit beta 1
7892623	2.84e-07	4.01e-08	-5.63	7.831149	-2.12e-01		
7906852	2.85e-07	4.02e-08	-5.63	7.829894	-1.39e-01	UHMK1	U2AF homology motif (UHM) kinase 1
8094938	2.86e-07	4.04e-08	-5.63	7.824955	-1.31e-01	NIPAL1	NIPA like domain containing 1
8114213	2.86e-07	4.04e-08	-5.63	7.824159	-5.28e-01		
7984922	2.89e-07	4.08e-08	5.63	7.814602	2.49e-01	MPI	mannose phosphate isomerase
7989335	2.91e-07	4.11e-08	-5.62	7.806748	-2.94e-01	ANXA2	annexin A2
7981032	2.92e-07	4.13e-08	5.62	7.803587	1.29e-01	DDX24	DEAD-box helicase 24
7895014	2.92e-07	4.13e-08	5.62	7.802895	2.22e-01		
8082444	2.93e-07	4.14e-08	5.62	7.799276	1.43e-01	ACAD9	acyl-CoA dehydrogenase family member 9
7963965	2.93e-07	4.15e-08	-5.62	7.79889	-1.48e-01	PYM1	PYM homolog 1, exon junction complex associated factor
8147132	2.94e-07	4.16e-08	-5.62	7.795522	-1.84e-01	CA2	carbonic anhydrase 2
8045349	2.95e-07	4.17e-08	5.62	7.793185	1.66e-01	MGAT5	mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase
7961757	2.95e-07	4.17e-08	5.62	7.792999	1.63e-01	ST8SIA1	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1
7960165	2.96e-07	4.19e-08	5.62	7.789719	1.28e-01	ZNF268	zinc finger protein 268
8180234	2.96e-07	4.19e-08	5.62	7.788343	3.15e-01		
8098263	2.96e-07	4.19e-08	-5.62	7.78834	-1.57e-01	PALLD	palladin, cytoskeletal associated protein
8042381	2.96e-07	4.19e-08	-5.62	7.787527	-2.48e-01	PNO1///PNO1	partner of NOB1 homolog///partner of NOB1 homolog
8160472	2.96e-07	4.20e-08	-5.62	7.787049	-1.11e-01	TUSC1	tumor suppressor candidate 1
8116245	2.97e-07	4.21e-08	5.62	7.784088	1.85e-01	CLK4///CLK4	CDC like kinase 4///CDC like kinase 4
8035553	2.98e-07	4.21e-08	-5.62	7.782846	-1.26e-01	COPE	coatomer protein complex subunit epsilon
8040278	2.98e-07	4.23e-08	5.62	7.780082	2.02e-01	PQLC3	PQ loop repeat containing 3
7893550	3.00e-07	4.24e-08	5.62	7.776049	1.48e-01		
8169603	3.00e-07	4.25e-08	-5.62	7.774913	-2.31e-01	LONRF3	LON peptidase N-terminal domain and ring finger 3
8154225	3.00e-07	4.25e-08	5.62	7.774743	3.48e-01		
8084634	3.00e-07	4.25e-08	-5.62	7.773738	-2.05e-01	DNAJB11	DnaJ heat shock protein family (Hsp40) member B11
7986428	3.00e-07	4.26e-08	5.62	7.773196	2.05e-01	LOC400464	ubiquitin conjugating enzyme E2 Q2 pseudogene
7984408	3.04e-07	4.31e-08	5.62	7.761873	1.89e-01	MAP2K5	mitogen-activated protein kinase kinase 5
8109201	3.04e-07	4.31e-08	-5.62	7.760358	-1.14e-01	HMGXB3	HMG-box containing 3
7908610	3.07e-07	4.36e-08	-5.61	7.750182	-2.21e-01		
8122336	3.08e-07	4.37e-08	-5.61	7.74774	-2.34e-01	ABRACL	ABRA C-terminal like
7916669	3.11e-07	4.41e-08	5.61	7.738661	1.34e-01	DOCK7	dedicator of cytokinesis 7
7978449	3.12e-07	4.42e-08	-5.61	7.735831	-1.01e-01	HECTD1	HECT domain E3 ubiquitin protein ligase 1
7951865	3.13e-07	4.45e-08	5.61	7.730398	3.05e-01	APOA1	apolipoprotein A1
8117675	3.14e-07	4.46e-08	-5.61	7.727661	-1.41e-01	PGBD1	piggyBac transposable element derived 1
7918034	3.16e-07	4.49e-08	5.61	7.722349	1.62e-01	DPH5	diphthamide biosynthesis 5
7894649	3.16e-07	4.49e-08	-5.61	7.721686	-3.16e-01		
7914996	3.18e-07	4.52e-08	5.61	7.71519	1.72e-01	MEAF6	MYST/Esa1 associated factor 6
7915229	3.18e-07	4.52e-08	-5.61	7.714457	-2.82e-01	HEYL	hes related family bHLH transcription factor with YRPW motif-like
8023955	3.20e-07	4.55e-08	5.61	7.708299	1.74e-01	BSG	basigin (Ok blood group)
8018364	3.21e-07	4.57e-08	-5.60	7.705335	-1.74e-01	GRB2	growth factor receptor bound protein 2
8152053	3.21e-07	4.57e-08	5.60	7.70433	1.55e-01	ANKRD46	ankyrin repeat domain 46
8095230	3.24e-07	4.61e-08	-5.60	7.695693	-1.42e-01	SRP72	signal recognition particle 72
8054513	3.24e-07	4.61e-08	5.60	7.695195	1.35e-01	LINC01123///LINC01106	long intergenic non-protein coding RNA 1123///long intergenic non-protein coding RNA 1106
8126337	3.28e-07	4.66e-08	5.60	7.684841	1.20e-01	FRS3	fibroblast growth factor receptor substrate 3
8085000	3.30e-07	4.69e-08	5.60	7.67877	8.92e-02	LRCH3	leucine rich repeats and calponin homology domain containing 3
7896167	3.30e-07	4.70e-08	5.60	7.6763	1.72e-01		
7918457	3.30e-07	4.71e-08	5.60	7.676208	1.49e-01	KCNA3	potassium voltage-gated channel subfamily A member 3
8084232	3.30e-07	4.71e-08	5.60	7.675616	1.46e-01	YEATS2	YEATS domain containing 2
8144267	3.31e-07	4.72e-08	-5.60	7.673694	-1.26e-01	CLN8	ceroid-lipofuscinosis, neuronal 8
7930921	3.31e-07	4.72e-08	-5.60	7.672774	-2.04e-01	BAG3	BCL2 associated athanogene 3
8164481	3.32e-07	4.74e-08	-5.60	7.669268	-1.30e-01	SPOUT1	SPOUT domain containing methyltransferase 1
8123819	3.32e-07	4.74e-08	-5.60	7.66893	-1.93e-01	EEF1E1	eukaryotic translation elongation factor 1 epsilon 1
8022711	3.33e-07	4.75e-08	-5.60	7.666842	-1.60e-01	DSC2	desmocollin 2
8155451	3.35e-07	4.77e-08	-5.60	7.66199	-5.56e-01		
8161556	3.35e-07	4.77e-08	-5.60	7.66199	-5.56e-01		
7991047	3.35e-07	4.78e-08	5.60	7.661288	2.91e-01	LOC100131860	uncharacterized LOC100131860
8159531	3.36e-07	4.79e-08	5.60	7.658278	1.86e-01	LCNL1	lipocalin like 1
7927852	3.36e-07	4.79e-08	-5.60	7.657979	-3.68e-01		
7904574	3.38e-07	4.82e-08	5.59	7.65294	1.67e-01	NBPF19///NBPF20///NBPF10///NBPF8///NBPF9///NBPF15///NBPF11///NBPF12///NBPF1///NBPF14	neuroblastoma breakpoint family member 19///neuroblastoma breakpoint family member 20///neuroblastoma breakpoint family member 10///neuroblastoma breakpoint family member 8///neuroblastoma breakpoint family member 9///neuroblastoma breakpoint family member 15///neuroblastoma breakpoint family member 11///neuroblastoma breakpoint family member 12///neuroblastoma breakpoint family member 1///neuroblastoma breakpoint family member 14
8039593	3.39e-07	4.84e-08	5.59	7.649687	1.65e-01	ZNF667	zinc finger protein 667
8157534	3.39e-07	4.84e-08	5.59	7.648333	1.59e-01	CNTRL	centriolin
8147123	3.39e-07	4.84e-08	5.59	7.648284	4.49e-01	CA3	carbonic anhydrase 3
8158998	3.40e-07	4.86e-08	-5.59	7.645818	-2.51e-01	SNORD36A///SNORD36C///RPL7A	small nucleolar RNA, C/D box 36A///small nucleolar RNA, C/D box 36C///ribosomal protein L7a
7992934	3.41e-07	4.87e-08	5.59	7.641962	1.39e-01	DNASE1	deoxyribonuclease 1
7963157	3.45e-07	4.93e-08	-5.59	7.630813	-1.58e-01	RACGAP1	Rac GTPase activating protein 1
7958262	3.45e-07	4.93e-08	5.59	7.630127	3.00e-01	TCP11L2	t-complex 11 like 2
7909503	3.46e-07	4.95e-08	5.59	7.62756	3.39e-01	SERTAD4	SERTA domain containing 4
8010686	3.46e-07	4.95e-08	-5.59	7.626853	-1.28e-01	ANAPC11	anaphase promoting complex subunit 11
7893870	3.47e-07	4.96e-08	-5.59	7.624879	-2.01e-01		
7917516	3.48e-07	4.98e-08	5.59	7.620484	3.33e-01	GBP3///GBP1	guanylate binding protein 3///guanylate binding protein 1
8108603	3.48e-07	4.98e-08	5.59	7.620481	1.63e-01	HARS2	histidyl-tRNA synthetase 2, mitochondrial
8051762	3.48e-07	4.99e-08	5.59	7.619282	2.55e-01	SLC8A1	solute carrier family 8 member A1
7970301	3.49e-07	5.00e-08	5.59	7.618327	1.30e-01	TMCO3	transmembrane and coiled-coil domains 3
7919438	3.50e-07	5.02e-08	5.59	7.614091	1.66e-01	NBPF19///NBPF20///NBPF10///NBPF8///NBPF9///NBPF15///NBPF11///NBPF12///NBPF1///NBPF14	neuroblastoma breakpoint family member 19///neuroblastoma breakpoint family member 20///neuroblastoma breakpoint family member 10///neuroblastoma breakpoint family member 8///neuroblastoma breakpoint family member 9///neuroblastoma breakpoint family member 15///neuroblastoma breakpoint family member 11///neuroblastoma breakpoint family member 12///neuroblastoma breakpoint family member 1///neuroblastoma breakpoint family member 14
8132292	3.51e-07	5.04e-08	5.59	7.610369	1.22e-01	SEPT7	septin 7
7895808	3.58e-07	5.13e-08	-5.58	7.593321	-2.00e-01		
8106784	3.58e-07	5.13e-08	5.58	7.592378	1.01e-01	RASA1	RAS p21 protein activator 1
8107673	3.58e-07	5.13e-08	-5.58	7.592347	-1.53e-01	GRAMD3	GRAM domain containing 3
7895277	3.58e-07	5.13e-08	5.58	7.592205	1.59e-01		
8096663	3.59e-07	5.14e-08	-5.58	7.589817	-1.82e-01	CISD2///SLC9B1	CDGSH iron sulfur domain 2///solute carrier family 9 member B1
7921738	3.59e-07	5.14e-08	-5.58	7.589733	-1.21e-01	USF1	upstream transcription factor 1
7940851	3.60e-07	5.16e-08	-5.58	7.586451	-1.29e-01	FLRT1	fibronectin leucine rich transmembrane protein 1
7978822	3.62e-07	5.19e-08	5.58	7.580418	1.38e-01		
8013581	3.64e-07	5.23e-08	5.58	7.574029	1.45e-01	IFT20///TMEM97	intraflagellar transport 20///transmembrane protein 97
7969228	3.65e-07	5.25e-08	5.58	7.570849	1.27e-01	ALG11///UTP14C	ALG11, alpha-1,2-mannosyltransferase///UTP14, small subunit processome component homolog C (S. cerevisiae)
8152962	3.70e-07	5.32e-08	5.58	7.557711	3.36e-01	LRRC6	leucine rich repeat containing 6
8083854	3.71e-07	5.33e-08	-5.58	7.555598	-1.51e-01	PRKCI	protein kinase C iota
7946041	3.74e-07	5.37e-08	5.57	7.548536	1.80e-01	HBD	hemoglobin subunit delta
8000543	3.74e-07	5.37e-08	-5.57	7.547824	-1.23e-01	CLN3	CLN3, battenin
8061725	3.74e-07	5.37e-08	-5.57	7.547403	-1.16e-01	ASXL1	additional sex combs like 1, transcriptional regulator
7992782	3.75e-07	5.39e-08	-5.57	7.543886	-1.33e-01	CLDN9	claudin 9
7990442	3.76e-07	5.40e-08	-5.57	7.542624	-1.78e-01	RPP25	ribonuclease P/MRP subunit p25
8107855	3.77e-07	5.42e-08	5.57	7.5399	1.51e-01	RNU6ATAC	RNA, U6atac small nuclear (U12-dependent splicing)
8149865	3.78e-07	5.44e-08	5.57	7.536405	2.27e-01	EBF2	early B-cell factor 2
7968417	3.78e-07	5.44e-08	5.57	7.535576	1.95e-01	FRY	FRY microtubule binding protein
8136849	3.78e-07	5.44e-08	5.57	7.535061	1.50e-01	GSTK1	glutathione S-transferase kappa 1
8112709	3.78e-07	5.45e-08	5.57	7.534775	1.51e-01	POC5	POC5 centriolar protein
7956018	3.78e-07	5.45e-08	-5.57	7.534449	-2.93e-01	RDH5	retinol dehydrogenase 5
7924150	3.79e-07	5.46e-08	-5.57	7.531299	-1.56e-01	TMEM206	transmembrane protein 206
8007537	3.81e-07	5.48e-08	-5.57	7.528214	-2.69e-01	CD300LG	CD300 molecule like family member g
8003679	3.83e-07	5.52e-08	5.57	7.522127	1.68e-01	RPA1	replication protein A1
8019762	3.84e-07	5.53e-08	-5.57	7.519715	-1.25e-01	P4HB	prolyl 4-hydroxylase subunit beta
7940051	3.84e-07	5.53e-08	-5.57	7.519375	-1.15e-01	ZDHHC5	zinc finger DHHC-type containing 5
7986520	3.86e-07	5.56e-08	5.57	7.5145	3.51e-01		
7899016	3.86e-07	5.57e-08	5.57	7.512927	1.64e-01	SDHD	succinate dehydrogenase complex subunit D
7901858	3.88e-07	5.59e-08	5.57	7.508789	2.09e-01		
7953892	3.92e-07	5.66e-08	5.56	7.497127	1.44e-01	KLRF1	killer cell lectin like receptor F1
8170891	3.94e-07	5.68e-08	-5.56	7.493128	-9.82e-02	GDI1	GDP dissociation inhibitor 1
7932584	3.95e-07	5.70e-08	5.56	7.490807	2.31e-01	PRTFDC1	phosphoribosyl transferase domain containing 1
8154223	3.98e-07	5.74e-08	5.56	7.483887	3.66e-01		
7951429	3.98e-07	5.74e-08	5.56	7.483152	2.22e-01	KBTBD3	kelch repeat and BTB domain containing 3
8145454	3.98e-07	5.75e-08	5.56	7.481443	1.39e-01	BNIP3L	BCL2 interacting protein 3 like
8134655	4.00e-07	5.78e-08	-5.56	7.477665	-1.09e-01	CYP3A43	cytochrome P450 family 3 subfamily A member 43
8033479	4.01e-07	5.79e-08	-5.56	7.476042	-9.40e-02	ELAVL1	ELAV like RNA binding protein 1
8022420	4.03e-07	5.83e-08	5.56	7.469353	1.31e-01	ZNF519	zinc finger protein 519
8016590	4.04e-07	5.83e-08	5.56	7.468428	1.72e-01	FAM117A	family with sequence similarity 117 member A
8157383	4.06e-07	5.87e-08	-5.56	7.461833	-1.40e-01	COL27A1	collagen type XXVII alpha 1 chain
7953383	4.06e-07	5.87e-08	5.56	7.461514	3.37e-01	SCARNA10	small Cajal body-specific RNA 10
8009513	4.11e-07	5.94e-08	-5.55	7.450692	-1.33e-01		
7990457	4.12e-07	5.95e-08	5.55	7.44864	1.09e-01	MAN2C1	mannosidase alpha class 2C member 1
8177046	4.12e-07	5.96e-08	-5.55	7.447618	-2.50e-01		
7893493	4.14e-07	5.99e-08	5.55	7.442893	3.58e-01		
7899615	4.14e-07	5.99e-08	-5.55	7.441816	-2.29e-01	SERINC2	serine incorporator 2
8104350	4.15e-07	6.00e-08	-5.55	7.440468	-1.05e-01	ICE1	interactor of little elongation complex ELL subunit 1
7918955	4.16e-07	6.02e-08	5.55	7.438037	9.70e-02	GDAP2	ganglioside induced differentiation associated protein 2
7918426	4.17e-07	6.03e-08	5.55	7.435467	2.66e-01	SLC16A4	solute carrier family 16 member 4
8166015	4.19e-07	6.07e-08	-5.55	7.430171	-1.43e-01	MSL3	male-specific lethal 3 homolog (Drosophila)
8040639	4.19e-07	6.07e-08	-5.55	7.429223	-1.83e-01	HADHB	hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), beta subunit
7920472	4.19e-07	6.08e-08	5.55	7.428727	3.76e-01	TPM3	tropomyosin 3
8128284	4.21e-07	6.10e-08	5.55	7.424476	4.45e-01	EPHA7	EPH receptor A7
8117813	4.21e-07	6.10e-08	5.55	7.424124	1.44e-01	HLA-J///HLA-A	major histocompatibility complex, class I, J (pseudogene)///major histocompatibility complex, class I, A
